diagnos,grp,code,name,comments,sdb_amne
D05,0216,D05,Cancer in situ i bröstkörtel,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D06,0216,D06,Cancer in situ i livmoderhalsen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D07,0216,D07,Cancer in situ i andra och icke specificerade könsorgan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D09,0216,D09,Cancer in situ med annan och icke specificerad lokalisation,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D10,0217,D10,Benign tumör i munhåla och svalg,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D11,0217,D11,Benign tumör i de stora spottkörtlarna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D12,0217,D12,"Benign tumör i tjocktarm, ändtarm, anus och analkanal",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D13,0217,D13,Benign tumör i andra och ofullständigt angivna delar av matsmältningsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D14,0217,D14,Benign tumör i mellanöra och andningsorgan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D15,0217,D15,Benign tumör i andra och icke specificerade organ i brösthålan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D16,0217,D16,Benign tumör i ben och ledbrosk,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D17,0217,D17,Lipom (fettsvulst),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D18,0217,D18,"Hemangiom (blodkärlssvulst) och lymfangiom (lymfkärlssvulst), alla lokalisationer",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D19,0217,D19,Benign tumör i mesotelial (kroppshåletäckande) vävnad,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D20,0217,D20,Benign tumör i mjukvävnad i retroperitonealrummet (utrymmet bakom bukhinnan) och i peritoneum (bukhinnan),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D21,0217,D21,Andra benigna tumörer i bindväv och annan mjukvävnad,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D22,0217,D22,Melanocytnevus,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D23,0217,D23,Andra benigna tumörer i huden,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D24,0217,D24,Benign tumör i bröstkörtel,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D25,0217,D25,Uterusmyom (muskelsvulst i livmodern),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D26,0217,D26,Andra benigna tumörer i livmodern,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D27,0217,D27,Benign tumör i ovarium,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D28,0217,D28,Benign tumör i andra och icke specificerade kvinnliga könsorgan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D29,0217,D29,Benign tumör i de manliga könsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D30,0217,D30,Benign tumör i urinorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D31,0217,D31,Benign tumör i öga och närliggande vävnader,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D32,0217,D32,Benign tumör i centrala nervsystemets hinnor,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D33,0217,D33,Benign tumör i hjärnan och andra delar av centrala nervsystemet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D34,0217,D34,Benign tumör i tyreoidea (sköldkörteln),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D35,0217,D35,Benign tumör i andra och icke specificerade endokrina körtlar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D36,0217,D36,Benign tumör med annan och icke specificerad lokalisation,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D37,0218,D37,Tumör av osäker eller okänd natur i munhålan och matsmältningsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D38,0218,D38,"Tumör av osäker eller okänd natur i mellanöra, andningsorganen och bröstkorgens organ",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D39,0218,D39,Tumör av osäker eller okänd natur i de kvinnliga könsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D40,0218,D40,Tumör av osäker eller okänd natur i de manliga könsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D41,0218,D41,Tumör av osäker eller okänd natur i urinorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D42,0218,D42,Tumör av osäker eller okänd natur i centrala nervsystemets hinnor,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D43,0218,D43,Tumör av osäker eller okänd natur i hjärnan och andra delar av centrala nervsystemet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D44,0218,D44,Tumör av osäker eller okänd natur i de endokrina körtlarna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D45,0218,D45,Polycythaemia vera (sjuklig ökning av antalet röda blodkroppar),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D46,0218,D46,Myelodysplastiska syndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D47,0218,D47,"Andra tumörer av osäker eller okänd natur i lymfatisk, blodbildande och besläktad vävnad",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D48,0218,D48,Tumör av osäker eller okänd natur med annan och icke specificerad lokalisation,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D50,0301,D50,Järnbristanemi,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D51,0301,D51,Anemi på grund av vitamin B12-brist,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D52,0301,D52,Folatbristanemi,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D53,0301,D53,Andra nutritionsanemier,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D55,0302,D55,Anemi orsakad av enzymrubbningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D56,0302,D56,Talassemi (medelhavsanemi),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D57,0302,D57,Sicklecellssjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D58,0302,D58,Andra ärftliga hemolytiska anemier (ärftlig blodbrist på grund av ökad nedbrytning av röda blodkroppar),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D59,0302,D59,Förvärvad hemolytisk anemi (förvärvad blodbrist på grund av ökad nedbrytning av röda blodkroppar),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D60,0303,D60,Förvärvad isolerad aplasi av röda blodkroppar [Aquired pure red cell aplasia],,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D61,0303,D61,Andra aplastiska anemier (annan blodbrist på grund av upphörd eller minskad blodbildning i benmärgen),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D62,0303,D62,Anemi efter akut större blödning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D63,0303,D63,Anemi vid kroniska sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D64,0303,D64,Andra anemier,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D65,0304,D65,Disseminerad intravasal koagulation [defibrineringssyndrom],,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D66,0304,D66,Ärftlig brist på faktor VIII,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D67,0304,D67,Ärftlig brist på faktor IX,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D68,0304,D68,Andra koagulationsrubbningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D69,0304,D69,Purpura (punktformiga blödningar i huden mm) och andra blödningstillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D70,0305,D70,Agranulocytos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D71,0305,D71,Funktionella rubbningar hos polymorfkärniga neutrofila celler (vissa vita blodkroppar),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D72,0305,D72,Andra sjukdomar i vita blodkroppar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D73,0305,D73,Sjukdomar i mjälten,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D74,0305,D74,Methemoglobinemi,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D75,0305,D75,Andra sjukdomar i blod och blodbildande organ,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D76,0305,D76,Andra specificerade sjukdomar som engagerar lymforetikulär och retikulohistiocytär vävnad,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D77,0305,D77,Andra förändringar i blod och blodbildande organ vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D80,0306,D80,Immunbrist med huvudsakligen antikroppsdefekter,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D81,0306,D81,Kombinerade immunbristtillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D82,0306,D82,Immunbrist i kombination med andra omfattande defekter,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D83,0306,D83,Vanlig variabel immunbrist,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D84,0306,D84,Andra immunbristtillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D86,0306,D86,Sarkoidos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
D89,0306,D89,Andra rubbningar i immunsystemet som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E00,0401,E00,Medfött jodbristsyndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E01,0401,E01,Jodbristrelaterade sköldkörtelsjukdomar och därmed sammanhängande tillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E02,0401,E02,Subklinisk jodbristhypotyreos (underfunktion av sköldkörteln),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E03,0401,E03,Annan hypotyreos (underfunktion av sköldkörteln),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E04,0401,E04,Annan atoxisk struma (struma utan överfunktion),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E05,0401,E05,Tyreotoxikos [hypertyreos] (överfunktion av sköldkörteln),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E06,0401,E06,Sköldkörtelinflammation,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E07,0401,E07,Andra sjukdomar i sköldkörteln,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E10,0402,E10,Diabetes mellitus typ 1,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E11,0402,E11,Diabetes mellitus typ 2,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E12,0402,E12,Näringsbristrelaterad diabetes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E13,0402,E13,Annan specificerad diabetes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E14,0402,E14,Icke specificerad diabetes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E15,0403,E15,Icke diabetiskt hypoglykemiskt koma (djup medvetslöshet på grund av glukosbrist),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E16,0403,E16,Andra rubbningar i bukspottkörtelns inre sekretion,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E20,0404,E20,Hypoparatyreoidism (underfunktion av bisköldkörtel),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E21,0404,E21,Hyperparatyreoidism (överfunktion av bisköldkörtel) och andra sjukdomar i bisköldkörtlarna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E22,0404,E22,Hyperfunktion av hypofysen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E23,0404,E23,Hypofunktion och andra sjukdomar i hypofysen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E24,0404,E24,Cushings syndrom (överproduktion av binjurebarkhormoner),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E25,0404,E25,Adrenogenitala rubbningar (rubbningar i binjurens produktion av könshormon),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E26,0404,E26,Hyperaldosteronism (överproduktion av aldosteron),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E27,0404,E27,Andra sjukdomar i binjurarna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E28,0404,E28,Rubbningar i äggstockarnas funktion,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E29,0404,E29,Rubbningar i testiklarnas funktion,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E30,0404,E30,Pubertetsstörningar som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E31,0404,E31,Samtidig rubbning i flera inresekretoriska organ,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E32,0404,E32,Sjukdomar i tymus,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E34,0404,E34,Andra endokrina rubbningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E35,0404,E35,Endokrina rubbningar vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E40,0405,E40,Svår proteinundernäring [Kwashiorkor],,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E41,0405,E41,Svår energiundernäring,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E42,0405,E42,Svår protein-energiundernäring,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E43,0405,E43,Icke specificerad svår undernäring,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E44,0405,E44,Protein-energiundernäring av måttlig och lätt grad,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E45,0405,E45,Försenad utveckling efter protein-energiundernäring,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E46,0405,E46,Icke specificerad protein-energiundernäring,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E50,0406,E50,A-vitaminbrist,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E51,0406,E51,Tiaminbrist,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E52,0406,E52,Niacinbrist [pellagra],,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E53,0406,E53,Brist på andra vitaminer i B-gruppen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E54,0406,E54,Askorbinsyrabrist,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E55,0406,E55,D-vitaminbrist,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E56,0406,E56,Andra vitaminbristtillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E58,0406,E58,Dietbetingad kalciumbrist,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E59,0406,E59,Dietbetingad selenbrist,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E60,0406,E60,Dietbetingad zinkbrist,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E61,0406,E61,Brist på andra grundämnen i födan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E63,0406,E63,Andra näringsbristtillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E64,0406,E64,Sena effekter av undernäring och andra näringsbristtillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E65,0407,E65,Lokaliserad fetma,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E66,0407,E66,Fetma,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E67,0407,E67,Annan övernäring,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E68,0407,E68,Sena effekter av övernäring,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E70,0408,E70,Rubbningar i omsättningen av aromatiska aminosyror,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E71,0408,E71,Rubbningar i omsättningen av grenade aminosyror och av fettsyror,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E72,0408,E72,Andra rubbningar i omsättningen av aminosyror,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E73,0408,E73,Laktosintolerans,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E74,0408,E74,Andra rubbningar i kolhydratomsättningen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E75,0408,E75,Rubbningar i sfingolipidomsättningen och andra rubbningar i fettupplagringen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E76,0408,E76,Rubbningar i omsättningen av glukosaminoglykaner,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E77,0408,E77,Rubbningar i glykoproteinomsättningen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E78,0408,E78,Rubbning i omsättningen av lipoprotein och andra lipidemier,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E79,0408,E79,Rubbningar i purin- och pyrimidinomsättningen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E80,0408,E80,Rubbningar i omsättningen av porfyrin och bilirubin,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E83,0408,E83,Rubbningar i mineralomsättningen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E84,0408,E84,Cystisk fibros,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E85,0408,E85,Amyloidos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E86,0408,E86,Minskad vätskevolym,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E87,0408,E87,"Andra rubbningar i vätske-, elektrolyt- och syrabasbalans",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E88,0408,E88,Andra ämnesomsättningssjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E89,0408,E89,Endokrina rubbningar och ämnesomsättningssjukdomar efter kirurgiska och medicinska ingrepp som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
E90,0408,E90,Rubbningar i nutrition och ämnesomsättning vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F00,0501,F00,Demens vid Alzheimers sjukdom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F01,0501,F01,Vaskulär demens,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F02,0501,F02,Demens vid andra sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F03,0501,F03,Ospecificerad demens,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F04,0501,F04,Organiska amnesisyndrom ej framkallade av alkohol eller andra psykoaktiva substanser,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F05,0501,F05,Delirium ej framkallat av alkohol eller andra psykoaktiva substanser,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F06,0501,F06,"Andra psykiska störningar orsakade av hjärnskada, cerebral dysfunktion eller kroppslig sjukdom",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F07,0501,F07,"Personlighets- och beteendestörningar orsakade av hjärnsjukdom, hjärnskada eller cerebral dysfunktion",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F09,0501,F09,Ospecificerad organisk eller symtomatisk psykisk störning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F10,0502,F10,Psykiska störningar och beteendestörningar orsakade av alkohol,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F11,0502,F11,Psykiska störningar och beteendestörningar orsakade av opioider,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F12,0502,F12,Psykiska störningar och beteendestörningar orsakade av cannabis,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F13,0502,F13,Psykiska störningar och beteendestörningar orsakade av sedativa och hypnotika,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F14,0502,F14,Psykiska störningar och beteendestörningar orsakade av kokain,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F15,0502,F15,"Psykiska störningar och beteendestörningar orsakade av andra stimulantia, däribland koffein",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F16,0502,F16,Psykiska störningar och beteendestörningar orsakade av hallucinogener,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F17,0502,F17,Psykiska störningar och beteendestörningar orsakade av tobak,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F18,0502,F18,Psykiska störningar och beteendestörningar orsakade av flyktiga lösningsmedel,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F19,0502,F19,Psykiska störningar och beteendestörningar orsakade av flera droger i kombination och av andra psykoaktiva substanser,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F20,0503,F20,Schizofreni,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F21,0503,F21,Schizotyp störning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F22,0503,F22,Kroniska vanföreställningssyndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F23,0503,F23,Akuta och övergående psykotiska syndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F24,0503,F24,Inducerat vanföreställningssyndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F25,0503,F25,Schizoaffektiva syndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F28,0503,F28,Andra icke organiska psykotiska störningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F29,0503,F29,Ospecificerad icke organisk psykos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F30,0504,F30,Manisk episod,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F31,0504,F31,Bipolär sjukdom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F32,0504,F32,Depressiv episod,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F33,0504,F33,Recidiverande depressioner,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F34,0504,F34,Kroniska förstämningssyndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F38,0504,F38,Andra förstämningssyndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F39,0504,F39,Ospecificerat förstämningssyndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F40,0505,F40,Fobiska syndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F41,0505,F41,Andra ångestsyndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F42,0505,F42,Tvångssyndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F43,0505,F43,Anpassningsstörningar och reaktion på svår stress,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F44,0505,F44,Dissociativa syndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F45,0505,F45,Somatoforma syndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F48,0505,F48,Andra neurotiska syndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F50,0506,F50,Ätstörningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F51,0506,F51,Icke organiska sömnstörningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F52,0506,F52,"Sexuell dysfunktion, ej orsakad av organisk störning eller sjukdom",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F53,0506,F53,"Psykiska störningar och beteendestörningar sammanhängande med barnsängstiden, vilka ej klassificeras annorstädes",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F54,0506,F54,Psykologiska faktorer och beteendefaktorer med betydelse för störningar eller sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F55,0506,F55,Missbruk av substanser som ej är beroendeframkallande,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F59,0506,F59,Ospecificerade beteendesyndrom förenade med fysiologiska störningar och fysiska faktorer,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F60,0507,F60,Specifika personlighetsstörningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F61,0507,F61,Personlighetsstörningar av blandtyp och andra personlighetsstörningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F62,0507,F62,Kroniska personlighetsförändringar ej orsakade av hjärnskada eller hjärnsjukdom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F63,0507,F63,Impulskontrollstörningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F64,0507,F64,Könsidentitetsstörningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F65,0507,F65,Störningar av sexuell preferens,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F66,0507,F66,Psykiska störningar och beteendestörningar sammanhängande med sexuell utveckling och orientering,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F68,0507,F68,Andra störningar av personlighet och beteende hos vuxna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F69,0507,F69,Ospecificerad störning av personlighet och beteende hos vuxna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F70,0508,F70,Lindrig psykisk utvecklingsstörning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F71,0508,F71,Medelsvår psykisk utvecklingsstörning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F72,0508,F72,Svår psykisk utvecklingsstörning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F73,0508,F73,Grav psykisk utvecklingsstörning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F78,0508,F78,Annan psykisk utvecklingsstörning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F79,0508,F79,Ospecificerad psykisk utvecklingsstörning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F80,0509,F80,Specifika störningar av tal- och språkutvecklingen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F81,0509,F81,Specifika utvecklingsstörningar av inlärningsfärdigheter,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F82,0509,F82,Specifik motorisk utvecklingsstörning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F83,0509,F83,Blandade specifika utvecklingsstörningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F84,0509,F84,Genomgripande utvecklingsstörningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F88,0509,F88,Andra specificerade störningar av psykisk utveckling,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F89,0509,F89,Ospecificerad störning av psykisk utveckling,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F90,0510,F90,Hyperaktivitetsstörningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F91,0510,F91,Beteendestörningar av utagerande slag,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
F92,0510,F92,Blandade störningar av beteende och känsloliv,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
